cat,案號,主管機關,名稱,類別,進度,說明
B24,1040181T,臺中市,臺中市南屯區惠義段132等6筆地號集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1040171W,臺北市,擬定臺北市北投區振興段四小段168-3地號等35筆土地都市更新事業計畫案環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1040161B,新北市,新北市新店區行政生活園區都市更新案環境影響說明書,說明書,有條件通過,
B24,1040161W,臺北市,興洋建設股份有限公司住商大樓新建工程(萬華區福星段二小段576地號等32筆土地)環境影響說明書,說明書,通過審查,
B24,1040151W,臺北市,臺北市松山區民生段134-6地號等3筆土地都市更新案環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1040141W,臺北市,臺北市中山區中山段三小段812-2地號等15筆土地都市更新事業計畫案環境影響說明書,說明書,通過審查,定稿本
B24,1040131T,臺中市,臺中市西屯區惠國段103、104、106地號集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1040121B,新北市,新莊區副都心段一小段317等7筆地號開發計畫環境影響說明書,說明書,退件/撤銷/駁回,
B24,1040091B,新北市,新北市新莊區副都心段一小段35地號商辦大樓新建工程案環境影響說明書,說明書,通過審查,
B24,1040081B,新北市,新北市三重區五谷王段36 等5 筆地號集合住宅規劃案新建工程環境影響說明書,說明書,通過審查,
B24,1040081W,臺北市,臺北市北投區石牌市場用地興建暨營運(BOO)開發案環境影響說明書,說明書,通過審查,
B24,1040071T,臺中市,臺中市南屯區豐功段252、253及255地號新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1040071W,臺北市,富邦人壽長春段一小段新建工程(中山區長春段一小段782地號等6筆土地)環境影響說明書,說明書,通過審查,
B24,1040061D,桃園市,擬定龜山都市計畫(部分工業區為商業區、住宅區、公園用地、道路用地、廣場兼停車場用地、綠地；部分住宅區為道路用地；部分綠地為商業區、住宅區、道路用地)細部計畫案環境影響說明書,說明書,退件/撤銷/駁回,104/05/15開發單位自行撤案…
B24,1040051B,新北市,新北市五股區芳洲段132-1、133、134地號等3筆土地開發計畫環境影響說明書,說明書,退件/撤銷/駁回,依新北府環規字第10408074…
B24,1040051R,基隆市,基隆市信義區中正段三小段7、8-1、10、11等四筆地號住商大樓新建工程,說明書,通過審查,
B24,1040041W,臺北市,何啟瑞萬芳段集合住宅新建工程環境影響說明書,說明書,有條件通過,
B24,1040031W,臺北市,擬定台北市大安區學府段一小段62地號等19筆土地都市更新事業計畫案,說明書,廢止結論,本書件為定稿本。開發單位表示「於1…
B24,1040021W,臺北市,臺北市中正區臨沂段一小段137、137-1等2筆地號住宅新建工程環境影響說明書,說明書,通過審查,
B24,1030631B,新北市,冠德建設捷運新莊線菜寮站(捷四)聯合開發案(4、5 樓變更使用)環境影響說明書,說明書,有條件通過,
B24,1030491B,新北市,新北市新莊區副都心段一小段31地號1筆土地開發計畫(重新辦理環境影響評估)環境影響說明書,說明書,通過審查,
B24,1030481B,新北市,新北市淡水區淡海段3地號等3筆土地住宅暨旅館新建工程環境影響說明書,說明書,通過審查,
B24,1030471T,臺中市,臺中市西屯區惠順段8地號辦公室及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030451B,新北市,新北市板橋區幸福段1476-17地號等37筆土地都市更新事業計畫案新建工程,說明書,通過審查,
B24,1030441B,新北市,新北市新莊區中原段148、149、150、174等4筆地號開發計畫環境影響說明書,說明書,通過審查,
B24,1030401T,臺中市,臺中市西區後壠子段225-29地號店舖、辦公室及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030391X,高雄市,高雄市鼓山區青海段216、229地號大樓興建工程環境影響說明書,說明書,通過審查,定稿本 105.08
B24,1030371X,高雄市,義大亞洲帝國大樓新建工程環境影響說明書,說明書,通過審查,定稿本 105.10
B24,1030351T,臺中市,臺中市南屯區大新段485地號店舖及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030341T,臺中市,聯聚瑞和大廈高層集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030331T,臺中市,臺中市西屯區惠安段244、244-2、244-3、244-4、244-5地號店鋪、辦公室及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030321X,高雄市,夢時代全區(特貿五C及五D)開發案環境影響說明書,說明書,通過審查,應屬環境影響評估細目及範圍認定標準…
B24,1030311T,臺中市,臺中市北區乾溝子段167-10地號店舖及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030291W,臺北市,新光南港軟體園區大樓環境影響說明書,說明書,通過審查,
B24,1030291X,高雄市,高雄市苓雅區苓洲段981-1地號集合住宅大樓新建工程環境影響說明書,說明書,廢止結論,本案開發單位於107年07月10日…
B24,1030261W,臺北市,臺北市大安區復興段一小段3地號等5筆土地都市更新事業計畫案環境影響說明書,說明書,通過審查,
B24,1030251B,新北市,新莊區副都心段一小段281、281-1 等2筆地號開發計畫環境影響說明書,說明書,通過審查,
B24,1030251T,臺中市,臺中市西屯區惠民段115地號店舖及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030241T,臺中市,臺中市西屯區惠國段147地號集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030221T,臺中市,臺灣塔暨城市願景(博物)館新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030201W,臺北市,欣富亞洲中正區城中段一小段577地號 一般旅館新建工程環境影響說明書,說明書,通過審查,
B24,1030191T,臺中市,臺中市西屯區惠國段80、83地號店舖及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030191W,臺北市,臺北市士林區福林段三小段362地號等19筆土地都市更新事業計畫案環境影響說明書,說明書,通過審查,
B24,1030191X,高雄市,高雄市苓雅區過田子段634、638、639等三筆地號店鋪、集合住宅大樓新建工程,說明書,有條件通過,
B24,1030181T,臺中市,臺中市西屯區惠順段8地號店舖及辦公室新建工程,說明書,退件/撤銷/駁回,退件
B24,1030161D,桃園市,桃園市同德段26、27、28、30、31及32地號開發計畫環境影響說明書(定稿本),說明書,通過審查,
B24,1030161W,臺北市,臺北市大安區懷生段二小段16地號等6筆土地都市更新事業計劃案環境影響說明書,說明書,有條件通過,本書件為定稿本
B24,1030151X,高雄市,高雄市鼓山區青海段214地號店鋪、辦公室、集合住宅大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1030141W,臺北市,台北市信義區信義段3小段52-2、52-3等2筆地號集合住宅大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1030131X,高雄市,高雄市苓雅區五塊厝段2032~2036等5筆地號店鋪、集合住宅大樓新建工程環境影響說明書,說明書,退件/撤銷/駁回,本案因開發單位103年10月20日…
B24,1030121T,臺中市,臺中市南屯區豐功段257地號新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030091E,新竹縣,竹北市世興段46、47地號2筆綜合大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1030091T,臺中市,臺中市南屯區田心段1061-2等14筆地號店鋪、辦公室及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1030081W,臺北市,台灣肥料股份有限公司旅館辦公大樓新建工程(原台灣肥料公司南港C2街廓新建工程)環境影響說明書,說明書,通過審查,
B24,1030071W,臺北市,臺北市南港區經貿段70、70-1地號商辦大樓新建工程環境影響說明書,說明書,通過審查,
B24,1030071X,高雄市,高雄市鼓山區青海段179~182 地號店鋪、集合住宅大樓新建工程環境影響說明書,說明書,通過審查,103年11月12日環說書定稿
B24,1030051V,臺南市,臺南市安平區漁光段886地號店舖及集合住宅新建工程環境影響說明書,說明書,通過審查,
B24,1030051W,臺北市,富享建設住商大樓新建工程(大同區市府段1小段858地號等31筆土地)環境影響說明書,說明書,有條件通過,
B24,1030041B,新北市,新北市中和區板南段7地號等19筆土地都市更新事業計畫案環境影響說明書,說明書,退件/撤銷/駁回,
B24,1030021S,新竹市,全球人壽-新竹市光武段143、1002地號商業大樓、集合住宅新建工程,說明書,通過審查,
B24,1030011B,新北市,淡海新市鎮淡海段2地號開發計畫環境影響說明書,說明書,通過審查,
B24,1030011P,花蓮縣,花蓮縣花蓮市明義段398地號複合式商場及酒店開發計畫環境影響說明書,說明書,有條件通過,定稿本
B24,1020761B,新北市,新北市中和區福祥段34 地號等18 筆土地住商大樓開發案環境影響說明書,說明書,有條件通過,
B24,1020661B,新北市,擬定新北市新莊區自立段965地號等18筆土地都市更新計畫案環境影響說明書,說明書,退件/撤銷/駁回,
B24,1020651B,新北市,新北市新莊區副都心段一小段428地號等6筆土地住商大樓新建工程環境影響說明書,說明書,有條件通過,"原為3筆土地,經北府環規字第103…"
B24,1020561B,新北市,新莊區副都心段一小段380等乙筆地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1020491B,新北市,冠德建設捷運新莊線台北橋站(捷二)聯合開發案(部分樓層用途變更)環境影響說明書,說明書,有條件通過,
B24,1020441X,高雄市,高雄市前鎮區獅甲段三小段599、601、602等三筆地號一般旅館暨集合住宅大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1020401B,新北市,新北市新莊區副都心段一小段372-1、373、374、375、375-1、377及378等7筆地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1020391B,新北市,新北市五股區芳洲段138地號開發計畫環境影響說明書,說明書,退件/撤銷/駁回,北府環規字第1023229116號…
B24,1020391D,桃園市,桃園市中壢區青芝段159-2、159-3地號住商大樓新建工程環境影響說明書(定稿本),說明書,通過審查,
B24,1020381X,高雄市,高雄市左營區新庄段13小段1538地號店鋪、辦公室暨旅館大樓新建工程環境影響說明書,說明書,通過審查,
B24,1020341X,高雄市,高雄市前鎮區獅甲段一小段526、527、528等三筆地號店鋪、集合住宅大樓新建工程環境影響說明書,說明書,有條件通過,定稿本 102.10
B24,1020301T,臺中市,臺中市西屯區惠民段139地號高層大樓新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1020291T,臺中市,臺中市西屯區中正段228、235地號店鋪及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1020271T,臺中市,臺中市西屯區惠國段99、100地號辦公室新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1020261T,臺中市,臺中市北屯區崇德段298等9筆地號店鋪及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1020251T,臺中市,臺中市南屯區大新段491等15筆地號店鋪及集合住宅新建工程,說明書,退件/撤銷/駁回,初稿本
B24,1020231T,臺中市,聯聚中雍大廈高層辦公室新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1020221B,新北市,新北市林口區建林段485、486等2筆地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1020211X,高雄市,高雄市多功能經貿園區特定區第16-1開發區(特倉1C)開發計畫環境影響說明書,說明書,廢止結論,102.06 定稿本
B24,1020181T,臺中市,臺中市西屯區惠安段70等19筆地號店鋪及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1020181W,臺北市,萬華（東、西）車站大樓民間參與興建營運案環境影響說明書,說明書,有條件通過,
B24,1020171W,臺北市,臺北市大同區玉泉段1小段874地號等28筆土地都市更新案環境影響說明書,說明書,通過審查,
B24,1020141W,臺北市,常德建設臺北市大同區市府段一小段764-6地號等77筆土地都市更新案,說明書,有條件通過,本書件為初稿本(尚未定稿)
B24,1020131W,臺北市,臺北市大安區仁愛段三小段684地號等3筆都市更新案環境影響說明書,說明書,有條件通過,本書件為初稿本(尚未定稿)
B24,1020121W,臺北市,臺北市政府警察局刑事警察大隊辦公大樓新建工程案環境影響說明書,說明書,有條件通過,本書件為定稿本
B24,1020111W,臺北市,信義段四小段28-0等3筆地號新建工程環境影響說明書,說明書,有條件通過,
B24,1020091E,新竹縣,新竹縣新埔鎮寶鎮段住宅及旅館新建工程擴展計畫環境影響說明書,說明書,有條件通過,
B24,1020091T,臺中市,臺中西屯區惠國段105、108地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1020071T,臺中市,臺中市西屯區惠國段10地號店鋪辦公室新建工程環境影響說明書,說明書,廢止結論,定稿本
B24,1020071W,臺北市,臺北市南港區南港段一小段710地號等105筆土地更新事業計畫案換境影響說明書,說明書,有條件通過,
B24,1020031T,臺中市,白朗峰高層大樓新建工程環境影響說明書（原臺中市西屯區惠順段5地號高層大樓新建工程環境影響說明書）,說明書,有條件通過,定稿本
B24,1120241T,臺中市,臺中市西屯區惠國段88地號店舖及辦公室新建工程環境影響說明書,說明書,審查中,本書件為初稿(112年8月版)
B24,1120191T,臺中市,臺中市西屯區鑫港尾段326等4筆地號集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1120171X,高雄市,「高雄市前金區後金段」住商大樓新建工程環境影響說明書,說明書,審查中,112.10 初稿
B24,1120011T,臺中市,臺中市西屯區惠國段90地號店舖及辦公室新建工程環境影響說明書,說明書,通過審查,定稿本初稿(112年8月版)
B24,1110391B,新北市,宏盛建設淡水區新市段151地號一般零售業及集合住宅新建工程環境影響說明書,說明書,審查中,
B24,1110311B,新北市,新北市淡水區新市段147、148地號一般零售或服務業及集合住宅新建工程,說明書,審查中,
B24,1110181T,臺中市,聯聚中維大廈商場、辦公室新建工程（臺中市西屯區惠國段178地號等3筆）環境影響說明書,說明書,通過審查,定稿本
B24,1110171T,臺中市,臺中市西屯區何厝段314-4等5筆地號及惠來厝段231地號土地商場、辦公、旅館新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1110131X,高雄市,高雄市前金區博孝段1232等5筆地號新建工程環境影響說明書,說明書,通過審查,112.06 定稿本
B24,1110121T,臺中市,聯聚玉衡大廈集合住宅、辦公室新建工程（臺中市西屯區惠民段128地號等4筆）環境影響說明書,說明書,通過審查,定稿本
B24,1020031W,臺北市,昇陽建設信義區永吉段二小段33-2地號等2筆土地都市更新案環境影響說明書,說明書,有條件通過,
B24,1020031X,高雄市,高雄市鼓山區龍中段133等5筆地號集合住宅新建工程環境影響說明書,說明書,有條件通過,
B24,1020011R,基隆市,「達麗建設基隆暖暖區源遠段住宅大樓新建工程」環境影響說明書,說明書,有條件通過,
B24,1011111A,環境部,義大亞洲廣場商業大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1010541B,新北市,吉美建設新北市永和區中信段958等17筆地號綜合大樓新建工程,說明書,退件/撤銷/駁回,
B24,1010321T,臺中市,臺中市西屯區惠民段145地號辦公室新建工程環境影響說明書,說明書,廢止結論,定稿本
B24,1010311T,臺中市,臺中市西屯區惠民段3地號辦公室新建工程環境影響說明書,說明書,廢止結論,定稿本
B24,1010291B,新北市,新北市新莊區副都心段一小段444地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1010291T,臺中市,臺中市西屯區福德段206、207、209地號觀光飯店新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1010281T,臺中市,富邦人壽臺中文心辦公大樓新建工程(臺中市西屯區惠國段28地號)環境影響說明書,說明書,有條件通過,定稿本
B24,1010271B,新北市,新北市新莊區副都心段一小段31地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1010251T,臺中市,臺中西屯區惠民段16、17地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1010241T,臺中市,臺中南屯區惠仁段110、111地號店鋪、辦公室及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1010211T,臺中市,臺中市西屯區惠民段11地號辦公室新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1010161T,臺中市,臺中市西屯區惠民段143-1地號辦公室新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1010161W,臺北市,南港中南段一小段737等2筆地號大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1010151W,臺北市,國泰人壽中山區長春段都更案新建工程環境影響說明書,說明書,有條件通過,
B24,1010141W,臺北市,台北市士林區三玉段三小段2地號等12筆土地集合住宅新建工程環境影響說明書,說明書,有條件通過,
B24,1010121W,臺北市,聯合報大樓興建工程環境影響說明書,說明書,通過審查,
B24,1010111W,臺北市,臺北市信義區信義段五小段29、29-1、29-7、29-8、29-9等5筆地號集合住宅新建工程環境影響說明書,說明書,有條件通過,
B24,1010101X,高雄市,高雄市鼓山區龍中段71地號新建工程環境影響說明書,說明書,廢止結論,
B24,1010091W,臺北市,臺北市中正區福和段一小段10-1地號等26筆土地都市更新事業計畫案環境影響說明書,說明書,有條件通過,
B24,1010061T,臺中市,台中市西屯區惠國段152地號住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1010041T,臺中市,台中市西區土庫段115-10地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1010031T,臺中市,聯聚保和大廈高層集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000651B,新北市,新北市板橋區新板段二小段11地號及新板段三小段38地號案(三樓變更辦公室)環境影響說明書,說明書,有條件通過,
B24,1000641B,新北市,新北市新莊區中原段198地號集合住宅新建工程環境影響說明書,說明書,有條件通過,
B24,1000631B,新北市,新北市板橋區江子翠段第二崁小段201-7等22筆地號開發計畫,說明書,有條件通過,
B24,1000551B,新北市,新北市新店區安康段1630地號等2筆土地開發案環境影響說明書,說明書,有條件通過,
B24,1000531B,新北市,新北市新莊區副都心段一小段 281-1 地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1000521B,新北市,新北市新莊區副都心段一小段433及434地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1000501B,新北市,新北市新莊區副都心段一小段407-1地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1000491B,新北市,新北市新莊區副都心段一小段407地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1000481B,新北市,淡水區沙崙段新建工程(重新辦理環境影響評估)環境影響說明書,說明書,有條件通過,
B24,1000461B,新北市,新北市新店區安華段922地號等4筆土地開發案環境影響說明書,說明書,退件/撤銷/駁回,
B24,1000451B,新北市,新北市新店區安康段1643地號等5筆土地開發案環境影響說明書,說明書,退件/撤銷/駁回,
B24,1000351B,新北市,新北市新莊區中原段220-3地號等1筆集合住宅新建工程環境影響說明書,說明書,退件/撤銷/駁回,中華民國103年7月24日發函駁…
B24,1000281T,臺中市,台中市西屯區惠國段187地號辦公大樓新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000271T,臺中市,台中市西屯區惠民段136地號旅館、餐館業、零售業及辦公室新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000261T,臺中市,台中市西屯區惠國段105、108地號集合住宅新建工程環境影響說明書,說明書,廢止結論,定稿本
B24,1000241B,新北市,"新北市新莊區副都心段一小段289,291,292地號開發計畫環境影響說明書",說明書,有條件通過,
B24,1000241T,臺中市,台中市西屯區惠安段250等9筆地號店鋪及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000231T,臺中市,台中市西屯區惠國段8、12地號店鋪及辦公室新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000211B,新北市,新北市新莊區副都心段一小段10地號開發計畫環境影響說明書,說明書,有條件通過,
B24,1000201B,新北市,新北市新店區廣明段809地號等四十筆地號開發計畫環境影響說明書,說明書,退件/撤銷/駁回,
B24,1000191T,臺中市,臺中市南屯區大進段858地號辦公室及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000181T,臺中市,台中市西屯區惠民段138地號辦公大樓新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000161D,桃園市,桃園縣桃園市同德段58及59地號開發計畫環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B24,1000151X,高雄市,高雄市鼓山區龍中段120地號興建工程環境影響說明書(規模擴增),說明書,有條件通過,定稿本 100.12
B24,1000121W,臺北市,皇翔A16基地綜合大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1000111S,新竹市,新竹市光武段1050地號土地建築開發計畫,說明書,有條件通過,
B24,1000111W,臺北市,台北市大安區瑞安段219-5地號等4筆土地集合住宅大樓環境影響說明書,說明書,有條件通過,
B24,1000101T,臺中市,台中市西屯區惠國段67、70地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000091T,臺中市,台中市西區土庫段55-27等7筆地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000091W,臺北市,台北市內湖區碧湖市場用地興建暨營運案環境影響說明書,說明書,退件/撤銷/駁回,
B24,1000071W,臺北市,臺北都會區大眾捷運系統南港線南港機廠交卅三、卅三之一、卅三之二用地聯合開發案（重新辦理環境影響評估）環境影響說明書,說明書,有條件通過,
B24,1000071X,高雄市,「高雄市鼓山區青海段355-5、356、357等3筆地號興建工程環境影響說明書」,說明書,有條件通過,定稿本 100.10
B24,1000061S,新竹市,新竹市東區光武段1075地號店鋪及集合住宅新建工程,說明書,有條件通過,
B24,1000061T,臺中市,台中市南屯區田心段1032地號辦公室及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000061X,高雄市,「高雄市左營區福民段388-1、389地號興建工程環境影響說明書」,說明書,有條件通過,
B24,1000051B,新北市,新北市新莊區副都心段一小段27及27-1地號商辦住宅大樓新建工程環境影響說明書,說明書,有條件通過,
B24,1000051R,基隆市,基隆市暖暖區源遠段1140地號集合住宅新建工程環境影響說明書,說明書,有條件通過,
B24,1000051T,臺中市,台中市西屯區惠安段20地號辦公室及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,1000041X,高雄市,「高雄市左營區福山段349等5筆地號店鋪、集合住宅新建工程」環境影響說明書,說明書,有條件通過,
B24,1000031T,臺中市,午陽建設股份有限公司旅館新建工程環境影響差異分析報告,說明書,有條件通過,
B24,1000031X,高雄市,「高雄市前金區前金段65-2、65-5、65-6等三筆地號興建工程」環境影響說明書,說明書,有條件通過,
B24,0990381T,臺中市,台中市惠民段111地號新建大樓環境影響說明書,說明書,有條件通過,
B24,0990341T,臺中市,台中市西屯區惠順段7地號店舖辦公室及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990331B,新北市,台北縣林口鄉麗林段407段商業及住宅新建工程環境影響說明書,說明書,有條件通過,
B24,0990321T,臺中市,台中市西屯區惠順段118地號店鋪、辦公室及集合住宅大樓新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990291D,桃園市,桃園市同德段42地號集合住宅暨一般事務所新建工程環境影響說明書(定稿本),說明書,有條件通過,
B24,0990291T,臺中市,台中市西屯區惠國段53、54地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990271D,桃園市,桃園市同德段8、9、14、15、16、17及18地號興建工程環境影響說明書(定稿本),說明書,有條件通過,由於本案係103年補傳，繳費日期以…
B24,0990261T,臺中市,台中市西屯區惠順段113地號店鋪、辦公室及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990251T,臺中市,台中市西屯區惠民段106、108地號集合住宅大樓新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990241B,新北市,臺北縣中和市福祥段34地號等18筆土地住商大樓開發案環境影響說明書,說明書,退件/撤銷/駁回,開發單位位未於期限內補正
B24,0990241T,臺中市,台中市南屯區豐富段179等8筆地號店鋪及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990231T,臺中市,中港文心案新建工程環境影響說明書,說明書,有條件通過,
B24,0990231X,高雄市,「高雄市鼓山區龍中段96等10筆地號辦公室、集合住宅新建工程」環境影響說明書,說明書,有條件通過,
B24,0990221W,臺北市,臺北市中正區永昌段4小段48地號等160筆土地都市更新案環境影響說明書,說明書,廢止結論,本環評書件為初稿
B24,0990221X,高雄市,「高雄市苓雅區林德官段1302地號興建工程」環境影響說明書,說明書,有條件通過,100.02 定搞本(因年代久遠，…
B24,0990211T,臺中市,聯聚雍和大廈新建工程環境影響說明書,說明書,有條件通過,
B24,0990201T,臺中市,聯聚方庭大廈新建工程環境影響說明書,說明書,有條件通過,
B24,0990201X,高雄市,「高雄市鼓山區龍中段55地號店舖、辦公室、集合住宅新建工程」環境影響說明書,說明書,有條件通過,定稿本 99.06
B24,0990191T,臺中市,台中市西屯區國安段12-12、12-14及12-15等3筆地號興建工程環境影響說明書,說明書,有條件通過,
B24,0990181T,臺中市,寶輝建設惠國段149地號新建工程環境影響說明書,說明書,廢止結論,
B24,0990181W,臺北市,臺北市中正區城中段三小段78地號大樓新建工程,說明書,退件/撤銷/駁回,
B24,0990171X,高雄市,「高雄市鼓山區龍中段27地號興建工程環境影響說明書(規模擴增)」,說明書,有條件通過,
B24,0990161T,臺中市,台中市惠民段117、119地號新建大樓環境影響說明書,說明書,有條件通過,
B24,0990161X,高雄市,「高雄市苓雅區新田路集合住宅大樓規模擴增環境影響說明書」,說明書,有條件通過,
B24,0990151T,臺中市,台中市西區後壠子段235-84等二筆地號店鋪及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990141T,臺中市,台中市南屯區惠仁段81、82、83、84地號店鋪及集合住宅新建工程環境影響說明書,說明書,有條件通過,
B24,0990141W,臺北市,捷運新莊線行天宮站捷八用地聯合開發案共構新建工程環境影響說明書,說明書,有條件通過,
B24,0990133B,新北市,鵬程建設板橋市新板段一小段25、25-1地號商業大樓新建工程第二次環境差異分析報告,差異分析報告,審核修正通過,
B24,0990131T,臺中市,台中市西屯區惠安段245等5筆地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990131W,臺北市,中華電信敦南大樓新建工程環境影響說明書,說明書,廢止結論,本局已於109.11.13公告廢止…
B24,0990124B,新北市,勝華建設新板特區開發計畫環境影響說明書第三次變更內容對照表－申請停止環境監測計畫,變更內容對照表,審查中,
B24,0990121T,臺中市,台中市西屯區惠民段125、126、127地號集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990093B,新北市,淡水竹圍段乙種工業區變更為第二種商業區案第二次環境影響差異分析報告,差異分析報告,審核修正通過,
B24,0990091W,臺北市,富邦人壽信義A10商場暨旅館大樓新建工程,說明書,有條件通過,
B24,1120241T,臺中市,臺中市西屯區惠國段88地號店舖及辦公室新建工程環境影響說明書,說明書,審查中,本書件為初稿(112年8月版)
B24,1120191T,臺中市,臺中市西屯區鑫港尾段326等4筆地號集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1120171X,高雄市,「高雄市前金區後金段」住商大樓新建工程環境影響說明書,說明書,審查中,112.10 初稿
B24,1120011T,臺中市,臺中市西屯區惠國段90地號店舖及辦公室新建工程環境影響說明書,說明書,通過審查,定稿本初稿(112年8月版)
B24,1110391B,新北市,宏盛建設淡水區新市段151地號一般零售業及集合住宅新建工程環境影響說明書,說明書,審查中,
B24,1110311B,新北市,新北市淡水區新市段147、148地號一般零售或服務業及集合住宅新建工程,說明書,審查中,
B24,1110181T,臺中市,聯聚中維大廈商場、辦公室新建工程（臺中市西屯區惠國段178地號等3筆）環境影響說明書,說明書,通過審查,定稿本
B24,1110171T,臺中市,臺中市西屯區何厝段314-4等5筆地號及惠來厝段231地號土地商場、辦公、旅館新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1110131X,高雄市,高雄市前金區博孝段1232等5筆地號新建工程環境影響說明書,說明書,通過審查,112.06 定稿本
B24,1110121T,臺中市,聯聚玉衡大廈集合住宅、辦公室新建工程（臺中市西屯區惠民段128地號等4筆）環境影響說明書,說明書,通過審查,定稿本
B24,0990081W,臺北市,臺北市立動物園165公頃園區增(整)建計畫環境影響說明書,說明書,有條件通過,
B24,0990074B,新北市,三重市三重埔段集合住宅開發案環境影響說明書第2次變更內容對照表─申請停止環境監測計畫,變更內容對照表,審核修正通過,定稿本
B24,0990071W,臺北市,富邦人壽富邦敦南大樓新建工程環境影響說明書,說明書,有條件通過,
B24,0990064B,新北市,淡水鎮仁愛段綜合大樓新建工程第三次變更內容對照表,變更內容對照表,審核修正通過,定稿本
B24,0990051T,臺中市,台中市西屯區惠安段245等5筆地號集合住宅新建工程環境影響說明書,說明書,廢止結論,定稿本
